,carname,starttime,endtime,startlat,startlon,endlat,endlon,timeintrip,dist,year,week,h3_O,h3_D,Month,Date,Year_1,Hour
48455,APjIvdWaRwjYu5lF7iS5B0w16ds,2022-11-07 07:32:48,2022/11/07 07:56:48,13.730232508335,100.536827689026,13.7094289519138,100.54239933898,1440,3331.0,2022,201,8864a4b141fffff,8864a4b323fffff,11,2022/11/07,2022,7
48471,y578qGSs27ftE1sMlOoKcdNMHo4,2022-11-07 08:40:21,2022/11/07 08:49:21,13.7362093384767,100.523157632428,13.7457241870346,100.530547481975,540,1839.0,2022,201,8864a4b109fffff,8864a4b10dfffff,11,2022/11/07,2022,8
48480,QZaEq/x1eQB9Tg7HAiS5aBpFpQ8,2022-11-14 07:41:44,2022/11/14 07:58:28,13.7407944277289,100.547148128389,13.7223618939807,100.532303567232,1004,3077.0,2022,202,8864a4b169fffff,8864a4b14bfffff,11,2022/11/14,2022,7
48485,QJXGPRAeTXwhIqBkC6G7zdOv7IU,2022-11-14 07:28:34,2022/11/14 08:01:34,13.7451984941657,100.547888379921,13.748038867486,100.570402302484,1980,2863.0,2022,202,8864a4b169fffff,8864a484b9fffff,11,2022/11/14,2022,7
48496,grJrZyX93SRZVhISxlYK8qt6XoY,2022-11-14 07:17:20,2022/11/14 07:24:17,13.7442097236396,100.547712750984,13.7396000793827,100.539549510605,417,2514.0,2022,202,8864a4b169fffff,8864a4b145fffff,11,2022/11/14,2022,7
48522,FzqBSqlWNUWKB0twyf2crswgVYA,2022-11-14 08:07:43,2022/11/14 08:13:43,13.7434702901987,100.52002591584,13.7409799001325,100.525564278815,360,1028.0,2022,202,8864a4b101fffff,8864a4b10dfffff,11,2022/11/14,2022,8
48524,GCLDnlXd8sP7T/Inenr6PUlqlV8,2022-11-14 07:34:13,2022/11/14 07:49:13,13.7332960778149,100.534015944511,13.7223197958231,100.53024964396,900,1878.0,2022,202,8864a4b147fffff,8864a4b14bfffff,11,2022/11/14,2022,7
48546,MvxjoRzGec56HSDnqEK3ANSO+3A,2022-11-21 08:57:49,2022/11/21 09:08:49,13.7454808843499,100.51648149783,13.7428807862043,100.507371929166,660,1200.0,2022,203,8864a4b101fffff,8864a4b103fffff,11,2022/11/21,2022,8
48561,oXyiJBjY83RxCP5a2V9myq9aOCQ,2022-11-21 08:08:23,2022/11/21 08:18:52,13.748296208738,100.519083141476,13.7534877749959,100.526378352279,629,1233.0,2022,203,8864a4b101fffff,8864a4b105fffff,11,2022/11/21,2022,8
48562,FzqBSqlWNUWKB0twyf2crswgVYA,2022-11-21 08:06:04,2022/11/21 08:13:04,13.7435722557868,100.520180471729,13.7455407249837,100.523436762956,420,828.0,2022,203,8864a4b101fffff,8864a4b10dfffff,11,2022/11/21,2022,8
48597,HLlaNiHAUasc3Rzps8qv9UyxD/Q,2022-11-21 07:22:27,2022/11/21 07:33:27,13.7299721884567,100.535725797617,13.7470823089692,100.540628033813,660,4105.0,2022,203,8864a4b141fffff,8864a4b161fffff,11,2022/11/21,2022,7
48608,ZiujLCCHK4LXfM9dGOGTgaj8YsE,2022-11-21 07:26:41,2022/11/21 07:54:41,13.7350302207392,100.528900286142,13.7188847854361,100.520496296835,1680,3173.0,2022,203,8864a4b147fffff,8864a4b15dfffff,11,2022/11/21,2022,7
48609,lMZSYcXPc2Qpk+b7uU9KwWHbtUY,2022-11-21 07:36:29,2022/11/21 07:57:29,13.7441595473888,100.535010342812,13.7550693207126,100.54218260422,1260,1865.0,2022,203,8864a4b16bfffff,8864a4b161fffff,11,2022/11/21,2022,7
48612,sF6k0u0NCAgVF7JwJUSBH2a/0Fo,2022-11-28 08:04:58,2022/11/28 08:23:14,13.735832908505,100.544053571557,13.7500223566296,100.531198009742,1096,3633.0,2022,204,8864a4b145fffff,8864a4b163fffff,11,2022/11/28,2022,8
48623,6zqXl5Nut9qegRaqP0IhgtqNbdQ,2022-11-28 08:58:13,2022/11/28 09:04:13,13.7229146354564,100.552817826577,13.7209216183872,100.557504673727,360,548.0,2022,204,8864a4849bfffff,8864a4b325fffff,11,2022/11/28,2022,8
48629,FoET1OpoFmV4qPn24v8uFqHrWMk,2022-11-28 08:03:08,2022/11/28 08:11:00,13.7475284241474,100.52225159571,13.745482533626,100.516481726503,472,975.0,2022,204,8864a4b105fffff,8864a4b101fffff,11,2022/11/28,2022,8
48630,2f2+/RReWbYQTu2+8hWz4pqx3JY,2022-11-28 08:52:11,2022/11/28 08:59:11,13.7330474280536,100.537936598638,13.7527216308837,100.54161379842,420,2258.0,2022,204,8864a4b145fffff,8864a4b161fffff,11,2022/11/28,2022,8
48632,C7MWxa71KwN21PM/OOXqgvazrzA,2022-11-28 07:26:17,2022/11/28 07:44:17,13.7463972028633,100.540516046761,13.7656013156246,100.538311010316,1080,2526.0,2022,204,8864a4b161fffff,8864a4ba5bfffff,11,2022/11/28,2022,7
48663,fZylgDVd6nEc/G3ZPFTKUyZ7Xd4,2022-11-28 07:36:29,2022/11/28 07:59:28,13.7340165183175,100.545947134905,13.7068215987078,100.525035994784,1379,4823.0,2022,204,8864a48493fffff,8864a4b331fffff,11,2022/11/28,2022,7
48672,rtG8jjrA6I8tiGJ4pyuBjR21Hyo,2022-11-28 07:07:52,2022/11/28 07:16:52,13.7299552265425,100.535764386529,13.7548675810666,100.542131086778,540,4982.0,2022,204,8864a4b141fffff,8864a4b161fffff,11,2022/11/28,2022,7
48680,LoNzjsZZylTycWtJf0obLtvbi1E,2022-11-28 07:05:12,2022/11/28 07:16:13,13.7352519317206,100.528013334112,13.7509143315704,100.531363435256,661,1892.0,2022,204,8864a4b147fffff,8864a4b163fffff,11,2022/11/28,2022,7
48702,MVysZEtZRx/H1eOcKkhF9KRK2iA,2022-12-05 07:11:48,2022/12/05 07:27:43,13.7442807437482,100.541461650218,13.7273266729161,100.493532126116,955,6960.0,2022,205,8864a4b169fffff,8864a4b025fffff,12,2022/12/05,2022,7
48710,D/LDi3uJoIjn70JZLzz017u/Qa8,2022-12-05 08:30:09,2022/12/05 08:37:10,13.7488071275025,100.531158767857,13.749817369638,100.540961354877,421,1618.0,2022,205,8864a4b163fffff,8864a4b161fffff,12,2022/12/05,2022,8
48728,FoET1OpoFmV4qPn24v8uFqHrWMk,2022-12-05 08:15:58,2022/12/05 08:38:47,13.7455654774625,100.534460100244,13.7280672882806,100.540417348614,1369,2436.0,2022,205,8864a4b16bfffff,8864a4b14dfffff,12,2022/12/05,2022,8
48732,riF1NjpAnol7mo52J8rJwkO0hyQ,2022-12-05 08:06:35,2022/12/05 08:27:35,13.7428915432219,100.529309488358,13.7531328832335,100.541712851724,1260,2441.0,2022,205,8864a4b10dfffff,8864a4b161fffff,12,2022/12/05,2022,8
48740,HUtdz8j0bZGhz1JMFbuzetKYNCg,2022-12-05 07:59:33,2022/12/05 08:14:34,13.7460632273471,100.54046142,13.7548748045899,100.583645294014,901,5668.0,2022,205,8864a4b161fffff,8864a484abfffff,12,2022/12/05,2022,7
48747,FzqBSqlWNUWKB0twyf2crswgVYA,2022-12-05 08:34:13,2022/12/05 08:58:52,13.7435441486092,100.520177224959,13.7444234,100.5406023,1479,3527.0,2022,205,8864a4b101fffff,8864a4b16bfffff,12,2022/12/05,2022,8
48757,TgJOdkLlITZh/AelGVQ2/QY4MUM,2022-12-05 08:12:32,2022/12/05 08:57:13,13.7422250598664,100.523322838948,13.8396637664619,100.573114445415,2681,13065.0,2022,205,8864a4b10dfffff,8864a4bb1dfffff,12,2022/12/05,2022,8
48767,EqGHQ4BbffeHBsSUQW19nmt7nLI,2022-12-12 07:31:20,2022/12/12 08:06:20,13.7343156,100.5419958,13.7457795666293,100.556092977407,2100,3647.0,2022,206,8864a4b145fffff,8864a48497fffff,12,2022/12/12,2022,7
48799,oXyiJBjY83RxCP5a2V9myq9aOCQ,2022-12-12 07:33:11,2022/12/12 08:00:28,13.73118091896,100.533065822805,13.7660211456763,100.538832057686,1637,4662.0,2022,206,8864a4b141fffff,8864a4ba5bfffff,12,2022/12/12,2022,7
48802,EovYnkiMZ6I46lP11tgw2O8E8Vw,2022-12-12 07:20:20,2022/12/12 08:05:58,13.7333517154342,100.527768046862,13.7666112109544,100.487225893888,2738,6834.0,2022,206,8864a4b147fffff,8864a4bad9fffff,12,2022/12/12,2022,7
48814,W4MMw0iBSAF7cl08W5LNeLPSNac,2022-12-12 08:48:41,2022/12/12 08:59:41,13.738992018719,100.529776199544,13.7580190826189,100.509618399919,660,4225.0,2022,206,8864a4b147fffff,8864a4b13dfffff,12,2022/12/12,2022,8
48828,ahkoHYAblpeCUHZbHReCQ74b5Dk,2022-12-12 08:56:37,2022/12/12 09:11:03,13.7459209635175,100.532706563728,13.7551646180944,100.515417290194,866,2962.0,2022,206,8864a4b16bfffff,8864a4b107fffff,12,2022/12/12,2022,8
48885,9b8KYujVC7B1s0hQJtC871v6EVE,2022-12-19 07:28:11,2022/12/19 07:42:34,13.7341550734261,100.534023165126,13.7451840101283,100.530655882994,863,1853.0,2022,207,8864a4b147fffff,8864a4b10dfffff,12,2022/12/19,2022,7
48888,AwZH4Fone6PAiPZ/A0Xsyy3E9VQ,2022-12-19 07:59:56,2022/12/19 08:59:56,13.7319097061656,100.531312159961,13.6703067884615,100.519103942308,3600,11477.0,2022,207,8864a4b147fffff,8864a4b225fffff,12,2022/12/19,2022,7
48933,u8H6EdwWXms5ZjgFre8fzg7Vesw,2022-12-26 07:00:53,2022/12/26 07:39:29,13.7428178351385,100.535461799493,13.7723057470402,100.541892087692,2316,5471.0,2022,208,8864a4b16bfffff,8864a4ba53fffff,12,2022/12/26,2022,7
48940,LGYYD4SdplnKPDbl30vcUo9kaKQ,2022-12-26 08:22:08,2022/12/26 08:30:08,13.73485831,100.53862507,13.7296850449368,100.536395706578,480,3122.0,2022,208,8864a4b145fffff,8864a4b141fffff,12,2022/12/26,2022,8
48944,FzqBSqlWNUWKB0twyf2crswgVYA,2022-12-26 08:26:08,2022/12/26 08:41:08,13.7434656234942,100.520049013777,13.7510694611754,100.537918115407,900,2998.0,2022,208,8864a4b101fffff,8864a4b161fffff,12,2022/12/26,2022,8
48958,9pqny7RyF95DXcQBxTL69rJYzLY,2022-12-26 08:56:35,2022/12/26 09:11:35,13.7311952889626,100.533749935782,13.7029089447832,100.516950136173,900,4387.0,2022,208,8864a4b141fffff,8864a4b333fffff,12,2022/12/26,2022,8
48964,sFB/sH5Ji62OIVXBYS+VN6r2DB4,2022-12-26 07:10:38,2022/12/26 07:19:38,13.7324687188454,100.53771338741,13.7316605,100.5337909,540,806.0,2022,208,8864a4b145fffff,8864a4b141fffff,12,2022/12/26,2022,7
48977,9hNoIlz+kPpO+lMiGg3tGWPZMIE,2022-12-26 07:02:57,2022/12/26 07:10:56,13.7338469636173,100.538252783036,13.7528370664953,100.53271892688,479,2762.0,2022,208,8864a4b145fffff,8864a4b163fffff,12,2022/12/26,2022,7
48978,9hNoIlz+kPpO+lMiGg3tGWPZMIE,2022-12-26 07:18:56,2022/12/26 07:31:56,13.7398798825932,100.534862257124,13.7475888922734,100.508416956595,780,4004.0,2022,208,8864a4b16bfffff,8864a4b103fffff,12,2022/12/26,2022,7
48989,PtmNvtn2VNI25RBnVVCUYdcOX38,2022-12-26 07:46:47,2022/12/26 08:06:47,13.7397704609483,100.51584888438,13.7147441032357,100.48925254768,1200,6149.0,2022,208,8864a4b10bfffff,8864a4b021fffff,12,2022/12/26,2022,7
48991,TgJOdkLlITZh/AelGVQ2/QY4MUM,2022-12-26 08:51:20,2022/12/26 09:22:20,13.7428175924737,100.549927085134,13.8299011459391,100.557433833934,1860,10918.0,2022,208,8864a4b169fffff,8864a4ba27fffff,12,2022/12/26,2022,8
