,carname,starttime,endtime,startlat,startlon,endlat,endlon,timeintrip,dist,year,week,h3_O,h3_D,Month,Date,Year_1,Hour
47378,bitG24K3y6a00wR3iQZtKRef1EQ,2022-08-01 07:41:10,2022/08/01 07:56:13,13.7303328356888,100.534905313324,13.7268028988199,100.54470754786,903,1837.0,2022,187,8864a4b141fffff,8864a4b14dfffff,8,2022/08/01,2022,7
47386,GWsshiioet5oWzzhf5lyFYzIfFo,2022-08-01 08:19:06,2022/08/01 08:43:06,13.7340448195089,100.538332808333,13.7540695757796,100.585644862746,1440,7301.0,2022,187,8864a4b145fffff,8864a484abfffff,8,2022/08/01,2022,8
47397,CCVaCBEEySLHINpP7c1GZRmJ44g,2022-08-01 07:15:10,2022/08/01 07:28:24,13.7439100750267,100.535494679845,13.7374387916147,100.517157850634,794,2788.0,2022,187,8864a4b16bfffff,8864a4b109fffff,8,2022/08/01,2022,7
47413,WftdeUr1Q69BcPY+wkMuFV5peB8,2022-08-01 08:01:07,2022/08/01 08:30:48,13.7318654688836,100.533816920549,13.7296000246449,100.508810221367,1781,5813.0,2022,187,8864a4b141fffff,8864a4b157fffff,8,2022/08/01,2022,8
47415,zEBNn7yh95KlXMYgs0B32I7pLqc,2022-08-01 08:29:23,2022/08/01 08:42:23,13.744048425638,100.535619622441,13.7512160693908,100.54126777574,780,1389.0,2022,187,8864a4b16bfffff,8864a4b161fffff,8,2022/08/01,2022,8
47425,e0XmWlI6b+t+9D+fJTLXm/GuuMQ,2022-08-08 08:34:41,2022/08/08 08:42:41,13.7373141606784,100.539068112437,13.7488972004849,100.54092724633,480,1415.0,2022,188,8864a4b145fffff,8864a4b161fffff,8,2022/08/08,2022,8
47429,GNn3lP5+SPCmn77c+Dm2tfjsRdY,2022-08-08 08:41:32,2022/08/08 08:51:32,13.7341394588065,100.542473894138,13.734259059715,100.53841955656,600,842.0,2022,188,8864a4b145fffff,8864a4b145fffff,8,2022/08/08,2022,8
47432,YbFcL9j7E2GnvuWKB5/wEXdnKfE,2022-08-08 08:40:16,2022/08/08 09:01:16,13.7379079692762,100.52962044755,13.7401240423617,100.504428418742,1260,3932.0,2022,188,8864a4b147fffff,8864a4b11dfffff,8,2022/08/08,2022,8
47440,rl39Bso9l85ErZr4ltuw5vKJAwo,2022-08-08 07:51:05,2022/08/08 08:01:05,13.7411489231156,100.535047382155,13.7253433136316,100.528723262475,600,2966.0,2022,188,8864a4b16bfffff,8864a4b143fffff,8,2022/08/08,2022,7
47444,n5Ljd5pQ64Pr64MndwCZM8SXFvw,2022-08-08 08:16:50,2022/08/08 08:27:49,13.7441418822814,100.54318516128,13.7500670945673,100.540558002757,659,959.0,2022,188,8864a4b169fffff,8864a4b161fffff,8,2022/08/08,2022,8
47475,lEWpjGBTWXc90wvCWeuvC7n/fJY,2022-08-08 08:49:29,2022/08/08 08:55:29,13.7350331616513,100.528880209321,13.746818120172,100.530768381317,360,1293.0,2022,188,8864a4b147fffff,8864a4b163fffff,8,2022/08/08,2022,8
47483,fhD8O/SxAjVawftj/e6t3x37EIE,2022-08-08 08:51:10,2022/08/08 09:07:33,13.7382785815746,100.542867184625,13.7245843886154,100.523408451077,983,2963.0,2022,188,8864a4b145fffff,8864a4b143fffff,8,2022/08/08,2022,8
47503,oOJJaf6BFq3wvOh0DuQhbXdgUl4,2022-08-15 08:32:58,2022/08/15 08:48:58,13.7476557535678,100.548311630428,13.7485579707282,100.582819967626,960,4876.0,2022,189,8864a4b16dfffff,8864a48487fffff,8,2022/08/15,2022,8
47504,ZiujLCCHK4LXfM9dGOGTgaj8YsE,2022-08-15 07:14:15,2022/08/15 07:34:46,13.7303846921188,100.534787338244,13.708784118774,100.515121682407,1231,5769.0,2022,189,8864a4b141fffff,8864a4b333fffff,8,2022/08/15,2022,7
47505,ZiujLCCHK4LXfM9dGOGTgaj8YsE,2022-08-15 08:52:15,2022/08/15 09:05:15,13.7325726677693,100.533913645065,13.7228683284479,100.51874543709,780,2229.0,2022,189,8864a4b147fffff,8864a4b15dfffff,8,2022/08/15,2022,8
47513,GnzKuM3sVJ9cdtcXakSLNRQIEpw,2022-08-15 07:53:13,2022/08/15 08:07:12,13.7375285631708,100.53450494908,13.751608198466,100.531199920068,839,2169.0,2022,189,8864a4b147fffff,8864a4b163fffff,8,2022/08/15,2022,7
47515,ZxW8QCusPv7no4OmyaQekDGKCTo,2022-08-15 07:36:02,2022/08/15 07:51:54,13.7304118147552,100.534725633355,13.7264607216217,100.528696691196,952,2879.0,2022,189,8864a4b141fffff,8864a4b143fffff,8,2022/08/15,2022,7
47516,ZxW8QCusPv7no4OmyaQekDGKCTo,2022-08-15 08:09:54,2022/08/15 08:36:54,13.7408503588873,100.51589196957,13.7446910526215,100.539037131821,1620,3554.0,2022,189,8864a4b101fffff,8864a4b16bfffff,8,2022/08/15,2022,8
47517,drjO9fJd9IqPgCLRga01mTgiR7o,2022-08-15 08:47:44,2022/08/15 08:53:44,13.7314883003463,100.533775736937,13.7366915347826,100.518945728063,360,1808.0,2022,189,8864a4b141fffff,8864a4b109fffff,8,2022/08/15,2022,8
47523,VpQwVaB5Ua7GPELoG+2SHauusjg,2022-08-15 08:31:19,2022/08/15 08:55:19,13.7450763464306,100.536835879168,13.757584484183,100.49694540785,1440,5231.0,2022,189,8864a4b16bfffff,8864a4b13bfffff,8,2022/08/15,2022,8
47527,pUVGx2SprrpQ78b/qZJX/QJp9v8,2022-08-15 07:29:38,2022/08/15 07:47:39,13.7446388656257,100.53218320558,13.7535757627949,100.526411305505,1081,1763.0,2022,189,8864a4b16bfffff,8864a4b105fffff,8,2022/08/15,2022,7
47546,dvfu0J8hmpqdws6Q35ptDtc/rqU,2022-08-15 08:14:18,2022/08/15 08:22:39,13.7312991999594,100.533759085678,13.7390403253631,100.51790690316,501,2330.0,2022,189,8864a4b141fffff,8864a4b109fffff,8,2022/08/15,2022,8
47547,Ad1a8TWaN25vB8q2wwrhHSg1THQ,2022-08-15 07:11:26,2022/08/15 07:41:26,13.732741536104,100.537817371344,13.7719143140587,100.489356277724,1800,8492.0,2022,189,8864a4b145fffff,8864a4bad9fffff,8,2022/08/15,2022,7
47554,YbFcL9j7E2GnvuWKB5/wEXdnKfE,2022-08-15 07:18:12,2022/08/15 07:26:12,13.7353124757032,100.538745957403,13.7499087808474,100.541012988311,480,1660.0,2022,189,8864a4b145fffff,8864a4b161fffff,8,2022/08/15,2022,7
47561,cjBZ+sjJTb/I95OZyM5UmLCs8i4,2022-08-15 08:47:29,2022/08/15 09:02:29,13.7301796141764,100.535253897295,13.7523068726075,100.53436699572,900,5177.0,2022,189,8864a4b141fffff,8864a4b163fffff,8,2022/08/15,2022,8
47587,4qnFC2KO6157/ee544Snd84oJKo,2022-08-22 08:23:08,2022/08/22 08:40:08,13.7453591069763,100.535585401295,13.7467810010373,100.510717861548,1020,3022.0,2022,190,8864a4b16bfffff,8864a4b103fffff,8,2022/08/22,2022,8
47605,2BvtPfq8klYpUqIGbmR/S5QGcwY,2022-08-22 08:29:30,2022/08/22 09:14:59,13.7472911673892,100.521020428747,13.8103954381024,100.546997852874,2729,10884.0,2022,190,8864a4b101fffff,8864a4ba3dfffff,8,2022/08/22,2022,8
47637,9GVWkphl+2oJOn2gZZ2Cmz0Tp9E,2022-08-22 08:47:06,2022/08/22 09:10:41,13.7383660778553,100.529576593211,13.7627997656388,100.53701806666,1415,2871.0,2022,190,8864a4b147fffff,8864a4b167fffff,8,2022/08/22,2022,8
47638,dpNEEyub0ThqrQXuNq3K1cXAa5s,2022-08-22 07:59:04,2022/08/22 08:07:09,13.730492250916,100.534542638449,13.7530332614594,100.531938699338,485,5450.0,2022,190,8864a4b141fffff,8864a4b163fffff,8,2022/08/22,2022,7
47639,dpNEEyub0ThqrQXuNq3K1cXAa5s,2022-08-22 08:20:15,2022/08/22 08:39:09,13.7351071016096,100.528398965749,13.7392825939759,100.512723940602,1134,2232.0,2022,190,8864a4b147fffff,8864a4b10bfffff,8,2022/08/22,2022,8
47649,h3Nh7nEXZ4dozXeAEnQO4ZbjeEc,2022-08-22 08:59:39,2022/08/22 10:13:19,13.7413204529965,100.541927174262,13.7734342642271,100.579256047767,4420,8315.0,2022,190,8864a4b169fffff,8864a4ba49fffff,8,2022/08/22,2022,8
47659,kT4KP79V67vv+suMa7STl85XORs,2022-08-29 08:19:55,2022/08/29 08:42:55,13.7342603759669,100.543280676997,13.723258665127,100.529787315484,1380,2949.0,2022,191,8864a4b145fffff,8864a4b14bfffff,8,2022/08/29,2022,8
47661,kUbY6ZvVKlYY160HFm9Kf0MEpB0,2022-08-29 08:59:50,2022/08/29 09:11:50,13.7439210508076,100.533178397467,13.738508023512,100.52959513274,720,1352.0,2022,191,8864a4b16bfffff,8864a4b147fffff,8,2022/08/29,2022,8
47664,Kp+TGjlWAVoL/gEaTLQC+QDQQis,2022-08-29 08:11:49,2022/08/29 08:30:49,13.7332880712072,100.533904033151,13.7498916313847,100.541995269355,1140,2513.0,2022,191,8864a4b147fffff,8864a4b161fffff,8,2022/08/29,2022,8
47695,nK22tDq3bkPVCRyDs68SRN25gYs,2022-08-29 08:36:20,2022/08/29 08:43:15,13.7362194587911,100.534310552405,13.7503183522174,100.53132700358,415,2087.0,2022,191,8864a4b147fffff,8864a4b163fffff,8,2022/08/29,2022,8
47713,Ad1a8TWaN25vB8q2wwrhHSg1THQ,2022-08-29 08:47:34,2022/08/29 08:54:32,13.7442910406894,100.535723786124,13.7472505842134,100.530875061919,418,855.0,2022,191,8864a4b16bfffff,8864a4b163fffff,8,2022/08/29,2022,8
47714,sYiGkkC2A2kC094+KefEv6PguTk,2022-08-29 07:50:04,2022/08/29 08:16:04,13.7441715260112,100.531708640748,13.7239999146845,100.550061157565,1560,3859.0,2022,191,8864a4b16bfffff,8864a4849bfffff,8,2022/08/29,2022,7
47727,UrUKHKMlwY9l2/2sK4KbktHQwh4,2022-08-29 07:26:31,2022/08/29 07:34:29,13.7503989858762,100.521582526349,13.7551720455662,100.526356004843,478,1018.0,2022,191,8864a4b105fffff,8864a4b105fffff,8,2022/08/29,2022,7
47744,JOR2zC5gYZqUSqVUtc8Bf9UIF/A,2022-09-05 08:25:05,2022/09/05 08:34:34,13.7431364648967,100.535520258725,13.7398151979789,100.539451337215,569,2790.0,2022,192,8864a4b16bfffff,8864a4b16bfffff,9,2022/09/05,2022,8
47752,drjO9fJd9IqPgCLRga01mTgiR7o,2022-09-05 07:55:28,2022/09/05 08:09:28,13.7372417266241,100.518102119673,13.7283846,100.5142312,840,2060.0,2022,192,8864a4b109fffff,8864a4b155fffff,9,2022/09/05,2022,7
47766,1vU9Zy4k66VxkmiXdFBrGFpTZZo,2022-09-05 07:32:28,2022/09/05 07:49:00,13.7322562935596,100.533869080667,13.7426337758219,100.495258257606,992,5134.0,2022,192,8864a4b141fffff,8864a4b111fffff,9,2022/09/05,2022,7
47783,QlIIDwzEPpP73UlRKLw1BZmoK0w,2022-09-05 07:38:18,2022/09/05 07:47:11,13.7430827682839,100.535510406969,13.750034709536,100.524639745155,533,3408.0,2022,192,8864a4b16bfffff,8864a4b105fffff,9,2022/09/05,2022,7
47796,9hNoIlz+kPpO+lMiGg3tGWPZMIE,2022-09-12 08:01:40,2022/09/12 08:10:40,13.7362152774194,100.538899749211,13.7520357512215,100.534953082398,540,2267.0,2022,193,8864a4b145fffff,8864a4b163fffff,9,2022/09/12,2022,8
47809,JacG4sYTH9AJoOXMC5EFg89HHUk,2022-09-12 08:02:41,2022/09/12 08:18:41,13.7445135516314,100.535612528176,13.7519346717764,100.525572759345,960,1927.0,2022,193,8864a4b16bfffff,8864a4b105fffff,9,2022/09/12,2022,8
47811,GnzKuM3sVJ9cdtcXakSLNRQIEpw,2022-09-12 07:50:24,2022/09/12 07:56:00,13.7326016245921,100.529620700223,13.7325980737751,100.529029264381,336,1046.0,2022,193,8864a4b147fffff,8864a4b147fffff,9,2022/09/12,2022,7
47826,WTy23/aGZGlzEb+qektGDnwiJLA,2022-09-12 07:00:45,2022/09/12 07:08:45,13.7424810026934,100.547312050391,13.7321900332646,100.545710858068,480,1830.0,2022,193,8864a4b169fffff,8864a48493fffff,9,2022/09/12,2022,7
47854,ibZVtkl+IT3vpSP4stRqaRt7wz8,2022-09-12 07:06:40,2022/09/12 07:31:41,13.7337037647556,100.538194864459,13.7400095456289,100.556295545684,1501,4537.0,2022,193,8864a4b145fffff,8864a48497fffff,9,2022/09/12,2022,7
47859,PtmNvtn2VNI25RBnVVCUYdcOX38,2022-09-12 07:38:36,2022/09/12 07:46:00,13.7448167917658,100.535674170119,13.7466595019373,100.527928159978,444,886.0,2022,193,8864a4b16bfffff,8864a4b10dfffff,9,2022/09/12,2022,7
47893,SNe8lYhEffPtP72Gu6ka+lPxWRg,2022-09-19 07:43:18,2022/09/19 07:49:18,13.7331348,100.5339946,13.7289421568157,100.528404841784,360,904.0,2022,194,8864a4b147fffff,8864a4b143fffff,9,2022/09/19,2022,7
47909,ELcgwj+vmipr312Dq5xsCFhTQoA,2022-09-19 07:01:37,2022/09/19 07:10:37,13.745861765789,100.532844311805,13.7565933861527,100.54037067087,540,2231.0,2022,194,8864a4b16bfffff,8864a4b167fffff,9,2022/09/19,2022,7
47910,MfyeB6RWqpZXjE6FvS8VC7ljGhc,2022-09-19 07:31:09,2022/09/19 07:39:07,13.7458148710956,100.524672199472,13.7472217190724,100.509459227276,478,2196.0,2022,194,8864a4b10dfffff,8864a4b103fffff,9,2022/09/19,2022,7
47920,2mr3bL3zCOeyoKTS6hpb+NPSMEQ,2022-09-19 08:37:13,2022/09/19 08:53:13,13.7465886397212,100.529068400632,13.7430503004831,100.516107753278,960,2390.0,2022,194,8864a4b10dfffff,8864a4b101fffff,9,2022/09/19,2022,8
47929,2WwOGMChgB/kOrAfZuOCP1RciXw,2022-09-19 07:29:45,2022/09/19 08:14:11,13.7301950623756,100.536811241351,13.6879389204171,100.49095361556,2666,9493.0,2022,194,8864a4b141fffff,8864a4b047fffff,9,2022/09/19,2022,7
47944,n5Ljd5pQ64Pr64MndwCZM8SXFvw,2022-09-26 07:46:05,2022/09/26 07:59:06,13.7378354,100.5345527,13.7515493621936,100.508544240003,781,4361.0,2022,195,8864a4b147fffff,8864a4b139fffff,9,2022/09/26,2022,7
47953,D/LDi3uJoIjn70JZLzz017u/Qa8,2022-09-26 07:07:33,2022/09/26 07:13:08,13.7327637518567,100.537826030363,13.7462364668538,100.53113800832,335,2367.0,2022,195,8864a4b145fffff,8864a4b10dfffff,9,2022/09/26,2022,7
47954,D/LDi3uJoIjn70JZLzz017u/Qa8,2022-09-26 08:29:26,2022/09/26 08:37:07,13.7415758135147,100.540384367827,13.7439082285534,100.54455179483,461,849.0,2022,195,8864a4b16bfffff,8864a4b169fffff,9,2022/09/26,2022,8
47965,AHGPsXLrLo+ZhwNb4GUyGMYpo5s,2022-09-26 08:41:44,2022/09/26 08:48:44,13.7440987759159,100.535685698978,13.7549939482135,100.532656172233,420,1755.0,2022,195,8864a4b16bfffff,8864a4b163fffff,9,2022/09/26,2022,8
47971,ryIcePuju6o199Ja8tTp8auAXA8,2022-09-26 08:28:25,2022/09/26 08:39:25,13.7455824450478,100.516355660752,13.7277309584043,100.493738317731,660,3824.0,2022,195,8864a4b101fffff,8864a4b025fffff,9,2022/09/26,2022,8
47979,9hNoIlz+kPpO+lMiGg3tGWPZMIE,2022-09-26 08:04:56,2022/09/26 08:12:56,13.7335680931443,100.538139990374,13.7526137594793,100.533329431981,480,2697.0,2022,195,8864a4b145fffff,8864a4b163fffff,9,2022/09/26,2022,8
47993,vsY73O1DqHw/Nt3MCS05tItwAKQ,2022-09-26 07:35:10,2022/09/26 07:44:10,13.7341117982684,100.543535518388,13.7527147374086,100.541611985582,540,2637.0,2022,195,8864a4b145fffff,8864a4b161fffff,9,2022/09/26,2022,7
47996,FzqBSqlWNUWKB0twyf2crswgVYA,2022-09-26 08:03:38,2022/09/26 08:10:38,13.7434539385841,100.520267217177,13.7511230540269,100.525291050654,420,2536.0,2022,195,8864a4b101fffff,8864a4b105fffff,9,2022/09/26,2022,8
48013,wh+rOTpNBf1G4xC5LpdFNUYIfM8,2022-10-03 07:58:15,2022/10/03 08:07:15,13.7289027984654,100.538487036239,13.7257840906287,100.526795624994,540,2602.0,2022,196,8864a4b141fffff,8864a4b143fffff,10,2022/10/03,2022,7
48024,vsY73O1DqHw/Nt3MCS05tItwAKQ,2022-10-03 07:11:14,2022/10/03 07:19:14,13.7343622909074,100.538460752044,13.7519846304664,100.531498273361,480,2815.0,2022,196,8864a4b145fffff,8864a4b163fffff,10,2022/10/03,2022,7
48029,4qnFC2KO6157/ee544Snd84oJKo,2022-10-03 07:15:43,2022/10/03 07:56:43,13.7327768423805,100.537831132647,13.7078451691152,100.511839135673,2460,4825.0,2022,196,8864a4b145fffff,8864a4b065fffff,10,2022/10/03,2022,7
48034,vgp3lEFpcMPt5ysoznHR7FcRyBg,2022-10-03 07:08:59,2022/10/03 07:23:59,13.7321074367542,100.533849022607,13.7788541601045,100.544298087288,900,6079.0,2022,196,8864a4b141fffff,8864a4ba57fffff,10,2022/10/03,2022,7
48041,drjO9fJd9IqPgCLRga01mTgiR7o,2022-10-03 08:11:23,2022/10/03 08:34:23,13.7445892262109,100.532474976418,13.724246010843,100.531081884275,1380,3320.0,2022,196,8864a4b16bfffff,8864a4b14bfffff,10,2022/10/03,2022,8
48044,45D48UNQeqhIBQ5/u9I4OlnS82w,2022-10-03 07:03:10,2022/10/03 07:11:10,13.73106469725,100.53333474288,13.7373447763866,100.517382888959,480,2016.0,2022,196,8864a4b141fffff,8864a4b109fffff,10,2022/10/03,2022,7
48047,xP/v2hiJB9MQ0wScFMC8iDMvezQ,2022-10-03 07:56:59,2022/10/03 08:04:59,13.7321611543452,100.533742069357,13.7489568649097,100.517143218651,480,3419.0,2022,196,8864a4b141fffff,8864a4b101fffff,10,2022/10/03,2022,7
48048,Q7w1HoUV/RpFllUVu7fPbsWimkI,2022-10-03 08:11:50,2022/10/03 08:21:50,13.7319185660426,100.537505313768,13.7437405117978,100.544684845919,600,2005.0,2022,196,8864a4b145fffff,8864a4b169fffff,10,2022/10/03,2022,8
48049,Q7w1HoUV/RpFllUVu7fPbsWimkI,2022-10-03 08:32:50,2022/10/03 08:39:50,13.7366129,100.5294058,13.7365509965651,100.519282038634,420,1690.0,2022,196,8864a4b147fffff,8864a4b109fffff,10,2022/10/03,2022,8
48051,EdF8PfaFYJHDxCTQpTzLE9473zg,2022-10-03 08:36:25,2022/10/03 09:19:08,13.7301332716093,100.535476099632,13.9122727688258,100.597012885355,2563,21815.0,2022,196,8864a4b141fffff,8864a4b96dfffff,10,2022/10/03,2022,8
48074,FzqBSqlWNUWKB0twyf2crswgVYA,2022-10-10 07:22:03,2022/10/10 07:33:04,13.7321772107773,100.537603135958,13.753957514586,100.529991635459,661,3475.0,2022,197,8864a4b145fffff,8864a4b163fffff,10,2022/10/10,2022,7
48081,LoNzjsZZylTycWtJf0obLtvbi1E,2022-10-10 08:57:19,2022/10/10 09:08:19,13.7309388462571,100.537122799646,13.7626310675967,100.54259875485,660,3615.0,2022,197,8864a4b141fffff,8864a4ba5bfffff,10,2022/10/10,2022,8
48100,P7+xATGoD+/+5ySctmkJVVcFST8,2022-10-10 07:10:04,2022/10/10 07:25:04,13.7358875213471,100.538847337678,13.7811561854356,100.55722686818,900,5825.0,2022,197,8864a4b145fffff,8864a4ba55fffff,10,2022/10/10,2022,7
48102,AgWhz/Ecx6JdxHoXeJz3fRZtSHU,2022-10-10 07:34:49,2022/10/10 07:43:49,13.744880581936,100.535687137236,13.7545273990746,100.532395858875,540,1569.0,2022,197,8864a4b16bfffff,8864a4b163fffff,10,2022/10/10,2022,7
48129,NU5KYtcp2Fr2lstOurZuYujWLwY,2022-10-10 07:07:30,2022/10/10 07:24:29,13.7440661292826,100.540077663991,13.7353482750515,100.516092051134,1019,3973.0,2022,197,8864a4b16bfffff,8864a4b10bfffff,10,2022/10/10,2022,7
48157,Y0hJsBpk85z79Ahsr+tcg8LnnvM,2022-10-17 07:48:42,2022/10/17 08:05:57,13.7271293255518,100.542554195698,13.7153673187112,100.589979551471,1035,5910.0,2022,198,8864a4b14dfffff,8864a484cbfffff,10,2022/10/17,2022,7
48166,EqGHQ4BbffeHBsSUQW19nmt7nLI,2022-10-17 07:08:55,2022/10/17 07:19:55,13.7382264121401,100.534750387052,13.7176607189208,100.514758154023,660,3831.0,2022,198,8864a4b147fffff,8864a4b159fffff,10,2022/10/17,2022,7
48184,8bDqtwMMHvEdswSFCTyAAfBWdHc,2022-10-17 07:46:35,2022/10/17 08:03:39,13.7446125743715,100.539489125726,13.7313108473142,100.532164341802,1024,2204.0,2022,198,8864a4b16bfffff,8864a4b141fffff,10,2022/10/17,2022,7
48211,FzqBSqlWNUWKB0twyf2crswgVYA,2022-10-17 07:13:23,2022/10/17 07:23:23,13.7435881816127,100.520182311383,13.7545425278706,100.526770554847,600,1834.0,2022,198,8864a4b101fffff,8864a4b105fffff,10,2022/10/17,2022,7
48217,9hNoIlz+kPpO+lMiGg3tGWPZMIE,2022-10-17 08:12:14,2022/10/17 08:21:14,13.7326427372175,100.53777920301,13.7500051019885,100.540735281036,540,2085.0,2022,198,8864a4b145fffff,8864a4b161fffff,10,2022/10/17,2022,8
48221,SBi5q0pXxvtIlqpU/q9icFsJe3k,2022-10-17 07:24:17,2022/10/17 07:43:54,13.7302238925543,100.536823904651,13.7491514410905,100.561598535046,1177,4483.0,2022,198,8864a4b141fffff,8864a484bbfffff,10,2022/10/17,2022,7
48222,HvhSoIHk4LN4zi5qrQ0ZtnV09co,2022-10-17 07:19:28,2022/10/17 07:27:28,13.7299015098909,100.53601504081,13.7404899302316,100.539680475343,480,1600.0,2022,198,8864a4b141fffff,8864a4b16bfffff,10,2022/10/17,2022,7
48230,pXNQUppaHWhbQFIgBj71NfXKxnQ,2022-10-17 08:52:28,2022/10/17 09:04:28,13.744229777044,100.523523656635,13.750363361287,100.53993682409,720,2737.0,2022,198,8864a4b10dfffff,8864a4b161fffff,10,2022/10/17,2022,8
48231,OUwcF5i1bXPDjEPOAqLTI9Dik80,2022-10-17 08:26:05,2022/10/17 08:32:05,13.7313772455949,100.53255135337,13.7314575592065,100.537330665035,360,2498.0,2022,198,8864a4b141fffff,8864a4b145fffff,10,2022/10/17,2022,8
48234,zi6OXSezlu5qen77RdN2jnbfsuY,2022-10-17 07:56:28,2022/10/17 08:04:03,13.7444171212996,100.533488012646,13.7475329053998,100.522252204711,455,1527.0,2022,198,8864a4b16bfffff,8864a4b105fffff,10,2022/10/17,2022,7
48236,CxxX49d0izu+ZDPhQP0mvz19zHQ,2022-10-17 08:52:34,2022/10/17 10:01:34,13.7457107606553,100.530556145988,13.7227076427144,100.58126973037,4140,7851.0,2022,198,8864a4b10dfffff,8864a484d5fffff,10,2022/10/17,2022,8
48254,HUtdz8j0bZGhz1JMFbuzetKYNCg,2022-10-24 07:50:04,2022/10/24 08:26:33,13.744347209473,100.540117026349,13.7679688878709,100.602591346547,2189,8821.0,2022,199,8864a4b16bfffff,8864a485d3fffff,10,2022/10/24,2022,7
48263,BGwpn3Sur0FdLudMdb2dde40TjU,2022-10-24 07:49:13,2022/10/24 08:20:10,13.7286852996886,100.547145743411,13.7414007105843,100.552979401381,1857,3889.0,2022,199,8864a4b14dfffff,8864a48497fffff,10,2022/10/24,2022,7
48268,vsY73O1DqHw/Nt3MCS05tItwAKQ,2022-10-24 08:29:25,2022/10/24 08:42:25,13.7419000551367,100.517639625181,13.7705665505802,100.541249110283,780,4702.0,2022,199,8864a4b101fffff,8864a4ba53fffff,10,2022/10/24,2022,8
48271,FzqBSqlWNUWKB0twyf2crswgVYA,2022-10-24 07:27:27,2022/10/24 07:32:28,13.7435562967885,100.520178628243,13.7445018201575,100.523057242112,301,649.0,2022,199,8864a4b101fffff,8864a4b10dfffff,10,2022/10/24,2022,7
48291,GnzKuM3sVJ9cdtcXakSLNRQIEpw,2022-10-24 07:58:10,2022/10/24 08:11:43,13.746516761008,100.545939827821,13.728951103275,100.537978955637,813,2134.11642787481,2022,199,8864a4b169fffff,8864a4b141fffff,10,2022/10/24,2022,7
48306,fNMxj/7E28zSnVpE692viw9nM2c,2022-10-24 07:59:33,2022/10/24 08:19:55,13.7432720857652,100.524264442734,13.7539424229258,100.529820112452,1222,1741.0,2022,199,8864a4b10dfffff,8864a4b163fffff,10,2022/10/24,2022,7
48327,SZn6cjIKK2uYLVATOC2hRcTKvr4,2022-10-24 07:36:39,2022/10/24 07:48:39,13.7397396845023,100.515847608127,13.7339819743119,100.490680645345,720,4690.0,2022,199,8864a4b10bfffff,8864a4b11bfffff,10,2022/10/24,2022,7
48366,SBi5q0pXxvtIlqpU/q9icFsJe3k,2022-10-31 08:55:17,2022/10/31 09:00:58,13.7421843972467,100.530218796957,13.7472242949713,100.530865185027,341,1395.0,2022,200,8864a4b10dfffff,8864a4b163fffff,10,2022/10/31,2022,8
48372,25xx7RibF9yxKVYl2aCBVsfIa/c,2022-10-31 07:10:32,2022/10/31 07:33:32,13.7451569415036,100.536385560208,13.7653515647719,100.48820018479,1380,6625.0,2022,200,8864a4b16bfffff,8864a4b133fffff,10,2022/10/31,2022,7
48388,MvxjoRzGec56HSDnqEK3ANSO+3A,2022-10-31 08:08:15,2022/10/31 08:14:28,13.7295070965408,100.537018804829,13.7264882140967,100.544199201119,373,801.0,2022,200,8864a4b141fffff,8864a4b14dfffff,10,2022/10/31,2022,8
48392,UL97sMEVNmP4GWFs1Fngqr2f4vE,2022-10-31 07:20:03,2022/10/31 07:43:59,13.72784979573,100.540945539426,13.7364346802969,100.519557743968,1436,3112.0,2022,200,8864a4b14dfffff,8864a4b109fffff,10,2022/10/31,2022,7
48394,BY7dK+DJpyryH6xO1KHuzwjkgQs,2022-10-31 07:55:32,2022/10/31 08:03:33,13.7299810131546,100.53570572114,13.7492889290975,100.540991728943,481,4341.0,2022,200,8864a4b141fffff,8864a4b161fffff,10,2022/10/31,2022,7
48395,SZn6cjIKK2uYLVATOC2hRcTKvr4,2022-10-31 07:06:04,2022/10/31 07:13:26,13.7463167873778,100.529881723785,13.7455949704283,100.50937885653,442,2704.0,2022,200,8864a4b10dfffff,8864a4b103fffff,10,2022/10/31,2022,7
48400,lMZSYcXPc2Qpk+b7uU9KwWHbtUY,2022-10-31 08:27:46,2022/10/31 08:40:46,13.7322796598951,100.530381910879,13.7501534251801,100.541074143995,780,3079.0,2022,200,8864a4b147fffff,8864a4b161fffff,10,2022/10/31,2022,8
48407,+JxpoiO3tGKsNsy62CvPPKMbMWc,2022-11-07 07:23:53,2022/11/07 07:58:53,13.7389558071176,100.529771833729,13.777421820745,100.48520814135,2100,8532.0,2022,201,8864a4b147fffff,8864a4bad1fffff,11,2022/11/07,2022,7
48424,GWsshiioet5oWzzhf5lyFYzIfFo,2022-11-07 07:02:34,2022/11/07 07:42:04,13.7448141374716,100.538328562193,13.7475324311056,100.598880493806,2370,8222.0,2022,201,8864a4b16bfffff,8864a484e3fffff,11,2022/11/07,2022,7
48452,xuVeR9iQxDVhI1XBZsVg6eOzlrM,2022-11-07 08:28:26,2022/11/07 08:34:26,13.7329466842489,100.533856278481,13.7378972866004,100.534562667215,360,566.0,2022,201,8864a4b147fffff,8864a4b147fffff,11,2022/11/07,2022,8
48453,x6n5P15S0NGVYM83PM3FwHKMIDA,2022-11-07 07:47:04,2022/11/07 07:53:03,13.730647664497,100.537172814793,13.7274137077962,100.531430159146,359,735.0,2022,201,8864a4b141fffff,8864a4b141fffff,11,2022/11/07,2022,7
